Fecha/Hora,glb,dir,dif,sct,ghi,dirh,difh,dni,temp,vel,shadow,cloud
2004-01-01 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.38,0.47,1.00,0.00
2004-01-01 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.93,0.42,1.00,0.00
2004-01-01 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.51,0.39,1.00,0.00
2004-01-01 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.24,0.29,1.00,0.00
2004-01-01 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.03,0.20,1.00,0.00
2004-01-01 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.50,0.13,1.00,0.00
2004-01-01 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.06,0.56,1.00,0.00
2004-01-01 07:00:00,76.39,35.13,39.50,1.77,170.44,129.16,41.28,609.23,15.60,0.29,0.00,0.00
2004-01-01 08:00:00,214.16,18.78,193.00,2.38,229.14,27.42,201.72,64.09,17.13,0.91,0.00,1.00
2004-01-01 09:00:00,531.88,461.42,63.87,6.58,634.12,567.36,66.76,907.42,18.38,1.70,0.00,0.00
2004-01-01 10:00:00,738.00,659.55,69.84,8.61,829.88,756.88,73.00,957.24,19.49,2.50,0.00,0.00
2004-01-01 11:00:00,893.66,809.89,73.65,10.13,976.02,899.04,76.98,984.73,20.40,3.25,0.00,0.00
2004-01-01 12:00:00,1062.04,550.44,499.93,11.67,1124.40,601.88,522.52,611.82,21.21,3.12,0.00,1.00
2004-01-01 13:00:00,761.34,339.00,414.01,8.32,802.36,369.64,432.72,370.33,21.94,3.10,0.00,1.00
2004-01-01 14:00:00,813.94,371.87,433.13,8.94,861.66,408.96,452.70,428.13,22.37,2.99,0.00,1.00
2004-01-01 15:00:00,823.21,742.88,70.90,9.44,910.00,835.90,74.10,974.37,23.08,2.75,0.00,0.00
2004-01-01 16:00:00,383.71,97.32,282.13,4.25,409.70,114.82,294.88,161.09,22.66,2.46,0.00,1.00
2004-01-01 17:00:00,416.43,352.70,58.31,5.42,522.84,461.90,60.94,872.13,21.97,2.11,0.00,0.00
2004-01-01 18:00:00,75.26,0.00,74.46,0.81,77.82,0.00,77.82,0.00,21.14,2.34,0.00,1.00
2004-01-01 19:00:00,25.30,0.00,24.63,0.68,65.18,39.44,25.74,388.94,20.23,1.67,0.00,0.00
2004-01-01 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.36,1.08,1.00,0.00
2004-01-01 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.39,0.72,1.00,0.00
2004-01-01 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,0.50,1.00,0.00
2004-01-01 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.84,0.44,1.00,0.00
2004-01-02 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.61,0.19,1.00,0.00
2004-01-02 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.93,0.18,1.00,0.00
2004-01-02 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.28,0.13,1.00,0.00
2004-01-02 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.51,0.13,1.00,0.00
2004-01-02 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.80,0.09,1.00,0.00
2004-01-02 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.16,0.03,1.00,0.00
2004-01-02 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.04,0.57,1.00,0.00
2004-01-02 07:00:00,57.27,0.00,56.66,0.61,59.22,0.00,59.22,0.00,13.50,0.16,0.00,1.00
2004-01-02 08:00:00,174.69,10.65,162.12,1.92,185.00,15.56,169.44,36.54,14.94,0.82,0.00,1.00
2004-01-02 09:00:00,534.99,469.48,58.88,6.63,638.68,577.14,61.54,925.49,16.08,1.55,0.00,0.00
2004-01-02 10:00:00,570.18,206.76,357.09,6.33,610.38,237.16,373.22,300.43,17.08,2.27,0.00,1.00
2004-01-02 11:00:00,810.91,372.94,429.02,8.94,862.18,413.78,448.40,453.61,17.88,2.95,0.00,1.00
2004-01-02 12:00:00,731.09,323.90,399.18,8.00,771.18,353.96,417.22,359.94,18.78,3.09,0.00,1.00
2004-01-02 13:00:00,835.23,397.28,428.81,9.14,881.08,432.90,448.18,433.66,19.43,3.05,0.00,1.00
2004-01-02 14:00:00,901.85,441.39,450.54,9.92,955.92,485.02,470.90,507.48,19.78,2.94,0.00,1.00
2004-01-02 15:00:00,437.02,134.50,297.73,4.80,462.36,151.18,311.18,176.06,20.37,2.74,0.00,1.00
2004-01-02 16:00:00,147.68,8.88,137.20,1.60,153.86,10.46,143.40,14.65,19.97,2.47,0.00,1.00
2004-01-02 17:00:00,171.59,12.39,157.33,1.87,180.62,16.18,164.44,30.47,19.29,2.16,0.00,1.00
2004-01-02 18:00:00,83.66,0.00,82.76,0.90,86.50,0.00,86.50,0.00,18.30,2.03,0.00,1.00
2004-01-02 19:00:00,24.85,0.00,24.13,0.72,69.08,43.86,25.22,427.41,17.48,1.33,0.00,0.00
2004-01-02 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.71,0.71,1.00,0.00
2004-01-02 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.93,0.45,1.00,0.00
2004-01-02 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.28,0.50,1.00,0.00
2004-01-02 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.78,0.66,1.00,0.00
2004-01-03 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.80,0.28,1.00,0.00
2004-01-03 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.23,0.30,1.00,0.00
2004-01-03 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.71,0.28,1.00,0.00
2004-01-03 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.27,0.24,1.00,0.00
2004-01-03 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.89,0.16,1.00,0.00
2004-01-03 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.58,0.05,1.00,0.00
2004-01-03 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.43,0.61,1.00,0.00
2004-01-03 07:00:00,77.08,0.00,76.25,0.83,79.70,0.00,79.70,0.00,13.00,0.40,0.00,1.00
2004-01-03 08:00:00,203.29,17.53,183.51,2.26,217.42,25.62,191.80,60.44,14.56,0.99,0.00,1.00
2004-01-03 09:00:00,212.97,26.04,184.60,2.33,224.94,32.00,192.94,51.46,15.77,1.71,0.00,1.00
2004-01-03 10:00:00,205.72,26.54,176.95,2.23,215.36,30.42,184.94,38.60,16.84,2.43,0.00,1.00
2004-01-03 11:00:00,687.52,292.12,387.84,7.57,729.26,323.90,405.36,355.41,17.71,3.10,0.00,1.00
2004-01-03 12:00:00,652.60,273.51,371.95,7.13,687.46,298.70,388.76,303.86,19.21,3.27,0.00,1.00
2004-01-03 13:00:00,545.08,205.19,333.95,5.94,572.46,223.42,349.04,223.79,19.96,3.23,0.00,1.00
2004-01-03 14:00:00,793.78,367.65,417.42,8.71,839.92,403.64,436.28,422.13,20.42,3.09,0.00,1.00
2004-01-03 15:00:00,651.95,265.23,379.51,7.20,694.46,297.80,396.66,346.45,21.19,2.89,0.00,1.00
2004-01-03 16:00:00,665.29,597.02,60.33,7.94,765.32,702.26,63.06,982.40,20.84,2.63,0.00,0.00
2004-01-03 17:00:00,435.86,376.01,54.17,5.67,546.52,489.90,56.62,920.63,20.22,2.32,0.00,0.00
2004-01-03 18:00:00,191.91,144.27,44.47,3.16,304.54,258.06,46.48,797.50,19.52,2.46,0.00,0.00
2004-01-03 19:00:00,25.07,0.00,24.32,0.75,72.58,47.16,25.42,454.95,18.69,1.75,0.00,0.00
2004-01-03 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.90,1.08,1.00,0.00
2004-01-03 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.09,0.70,1.00,0.00
2004-01-03 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.40,0.42,1.00,0.00
2004-01-03 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.87,0.27,1.00,0.00
2004-01-04 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.37,0.44,1.00,0.00
2004-01-04 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.92,0.42,1.00,0.00
2004-01-04 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.52,0.36,1.00,0.00
2004-01-04 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.03,0.45,1.00,0.00
2004-01-04 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.61,0.51,1.00,0.00
2004-01-04 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.27,0.56,1.00,0.00
2004-01-04 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.19,0.71,1.00,0.00
2004-01-04 07:00:00,60.56,0.00,59.91,0.65,62.62,0.00,62.62,0.00,13.76,0.43,0.00,1.00
2004-01-04 08:00:00,181.31,12.38,166.94,2.00,192.58,18.10,174.48,42.91,15.33,0.93,0.00,1.00
2004-01-04 09:00:00,550.58,485.51,58.25,6.82,657.22,596.34,60.88,961.54,16.63,1.68,0.00,0.00
2004-01-04 10:00:00,765.84,693.28,63.63,8.93,860.78,794.28,66.50,1009.47,17.79,2.43,0.00,0.00
2004-01-04 11:00:00,929.02,851.36,67.15,10.52,1013.56,943.38,70.18,1036.15,18.75,3.15,0.00,0.00
2004-01-04 12:00:00,895.07,440.71,444.55,9.81,945.58,480.94,464.64,489.43,20.41,3.28,0.00,1.00
2004-01-04 13:00:00,925.10,463.72,451.25,10.13,976.16,504.52,471.64,505.32,21.14,3.29,0.00,1.00
2004-01-04 14:00:00,833.59,394.70,429.74,9.15,882.10,432.94,449.16,452.53,21.58,3.21,0.00,1.00
2004-01-04 15:00:00,711.00,303.17,399.97,7.86,758.06,340.02,418.04,395.19,22.25,2.97,0.00,1.00
2004-01-04 16:00:00,348.03,83.45,260.74,3.84,370.52,98.00,272.52,136.88,21.75,2.66,0.00,1.00
2004-01-04 17:00:00,187.44,16.57,168.81,2.05,197.98,21.54,176.44,40.40,20.96,2.30,0.00,1.00
2004-01-04 18:00:00,97.66,0.00,96.61,1.05,100.98,0.00,100.98,0.00,20.33,2.68,0.00,1.00
2004-01-04 19:00:00,25.51,0.00,24.74,0.77,74.06,48.20,25.86,461.12,19.36,2.00,0.00,0.00
2004-01-04 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.43,1.35,1.00,0.00
2004-01-04 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.53,0.81,1.00,0.00
2004-01-04 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.75,0.50,1.00,0.00
2004-01-04 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.12,0.59,1.00,0.00
2004-01-05 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.51,0.62,1.00,0.00
2004-01-05 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.65,1.00,0.00
2004-01-05 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.32,0.65,1.00,0.00
2004-01-05 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.68,0.63,1.00,0.00
2004-01-05 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.11,0.57,1.00,0.00
2004-01-05 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.61,0.49,1.00,0.00
2004-01-05 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.45,0.76,1.00,0.00
2004-01-05 07:00:00,66.93,0.00,66.21,0.72,69.20,0.00,69.20,0.00,12.90,0.57,0.00,1.00
2004-01-05 08:00:00,222.68,22.26,197.94,2.48,239.44,32.56,206.88,77.57,14.34,1.06,0.00,1.00
2004-01-05 09:00:00,545.79,480.31,58.73,6.75,650.96,589.58,61.38,953.38,15.28,1.79,0.00,0.00
2004-01-05 10:00:00,603.05,227.72,368.63,6.70,646.00,260.72,385.28,331.90,16.08,2.53,0.00,1.00
2004-01-05 11:00:00,856.97,406.24,441.28,9.45,911.02,449.80,461.22,494.46,16.69,3.22,0.00,1.00
2004-01-05 12:00:00,942.05,473.57,458.16,10.33,995.26,516.40,478.86,525.73,18.02,3.05,0.00,1.00
2004-01-05 13:00:00,1004.07,520.41,472.66,10.99,1059.74,565.72,494.02,566.58,18.43,3.04,0.00,1.00
2004-01-05 14:00:00,881.51,427.35,444.48,9.68,932.86,468.30,464.56,489.26,18.54,2.94,0.00,1.00
2004-01-05 15:00:00,857.30,780.66,66.84,9.80,944.36,874.50,69.86,1015.56,19.28,2.73,0.00,0.00
2004-01-05 16:00:00,466.39,143.13,318.07,5.19,500.26,167.82,332.44,234.09,19.72,2.45,0.00,1.00
2004-01-05 17:00:00,283.93,47.36,233.40,3.17,305.32,61.38,243.94,114.87,19.88,2.13,0.00,1.00
2004-01-05 18:00:00,111.66,0.41,110.05,1.20,115.74,0.72,115.02,2.21,20.85,2.44,0.00,1.00
2004-01-05 19:00:00,25.83,0.00,25.07,0.76,73.46,47.26,26.20,447.67,20.10,1.71,0.00,0.00
2004-01-05 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.39,1.03,1.00,0.00
2004-01-05 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.62,0.52,1.00,0.00
2004-01-05 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.98,0.42,1.00,0.00
2004-01-05 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.49,0.70,1.00,0.00
2004-01-06 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.46,0.69,1.00,0.00
2004-01-06 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.96,0.73,1.00,0.00
2004-01-06 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.49,0.73,1.00,0.00
2004-01-06 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.01,0.70,1.00,0.00
2004-01-06 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.60,0.63,1.00,0.00
2004-01-06 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.26,0.55,1.00,0.00
2004-01-06 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.43,0.55,1.00,0.00
2004-01-06 07:00:00,69.92,31.05,37.14,1.73,166.66,127.84,38.82,637.40,14.80,0.15,0.00,0.00
2004-01-06 08:00:00,298.32,241.84,52.24,4.24,408.40,353.80,54.60,847.32,16.16,0.81,0.00,0.00
2004-01-06 09:00:00,539.98,472.17,61.14,6.67,643.10,579.20,63.90,939.10,17.19,1.54,0.00,0.00
2004-01-06 10:00:00,753.35,677.41,67.17,8.77,845.18,774.98,70.20,988.20,18.07,2.25,0.00,0.00
2004-01-06 11:00:00,915.56,834.06,71.16,10.34,997.14,922.76,74.38,1015.36,18.75,2.92,0.00,0.00
2004-01-06 12:00:00,1090.94,578.05,500.93,11.97,1153.36,629.80,523.56,641.41,19.73,2.90,0.00,1.00
2004-01-06 13:00:00,1204.64,664.81,526.63,13.20,1272.46,722.04,550.42,723.10,20.24,2.90,0.00,1.00
2004-01-06 14:00:00,978.13,893.17,74.02,10.95,1055.10,977.74,77.36,1021.01,20.45,2.80,0.00,0.00
2004-01-06 15:00:00,851.72,770.34,71.66,9.72,936.72,861.82,74.90,999.91,21.28,2.57,0.00,0.00
2004-01-06 16:00:00,665.11,589.95,67.26,7.89,760.82,690.52,70.30,961.88,21.80,2.27,0.00,0.00
2004-01-06 17:00:00,282.95,45.45,234.35,3.15,303.68,58.74,244.94,109.72,22.04,1.92,0.00,1.00
2004-01-06 18:00:00,48.43,0.00,47.92,0.52,50.08,0.00,50.08,0.00,23.01,1.83,0.00,1.00
2004-01-06 19:00:00,26.95,0.00,26.22,0.74,71.24,43.84,27.40,412.56,22.03,1.12,0.00,0.00
2004-01-06 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.10,0.49,1.00,0.00
2004-01-06 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.02,0.31,1.00,0.00
2004-01-06 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.05,0.59,1.00,0.00
2004-01-06 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.24,0.86,1.00,0.00
2004-01-07 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.77,0.53,1.00,0.00
2004-01-07 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.95,0.57,1.00,0.00
2004-01-07 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.16,0.58,1.00,0.00
2004-01-07 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.26,0.59,1.00,0.00
2004-01-07 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.43,0.57,1.00,0.00
2004-01-07 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.67,0.53,1.00,0.00
2004-01-07 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.12,0.60,1.00,0.00
2004-01-07 07:00:00,68.96,26.74,40.61,1.61,155.42,112.98,42.44,570.12,12.44,0.15,0.00,0.00
2004-01-07 08:00:00,289.01,225.49,59.45,4.07,391.96,329.82,62.14,793.81,13.75,0.83,0.00,0.00
2004-01-07 09:00:00,525.93,448.29,71.16,6.47,623.88,549.50,74.38,893.53,14.85,1.55,0.00,0.00
2004-01-07 10:00:00,736.50,648.48,79.47,8.55,824.28,741.22,83.06,946.72,15.81,2.24,0.00,0.00
2004-01-07 11:00:00,897.00,801.60,85.29,10.12,975.24,886.10,89.14,975.96,16.57,2.90,0.00,0.00
2004-01-07 12:00:00,1081.20,546.67,522.68,11.84,1141.38,595.08,546.30,606.30,17.87,2.54,0.00,1.00
2004-01-07 13:00:00,1141.33,592.18,536.67,12.49,1203.44,642.52,560.92,643.44,18.45,2.51,0.00,1.00
2004-01-07 14:00:00,961.07,862.48,87.85,10.74,1034.94,943.12,91.82,984.44,18.75,2.40,0.00,0.00
2004-01-07 15:00:00,836.73,743.29,83.91,9.53,918.16,830.46,87.70,962.74,19.43,2.18,0.00,0.00
2004-01-07 16:00:00,652.86,567.63,77.52,7.72,744.24,663.22,81.02,922.76,19.82,1.91,0.00,0.00
2004-01-07 17:00:00,427.88,354.23,68.18,5.48,527.76,456.50,71.26,851.25,19.92,1.58,0.00,0.00
2004-01-07 18:00:00,191.51,134.31,54.19,3.01,289.98,233.34,56.64,712.03,20.65,1.67,0.00,0.00
2004-01-07 19:00:00,28.41,0.00,27.71,0.70,67.36,38.40,28.96,358.44,19.86,0.88,0.00,0.00
2004-01-07 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.11,0.45,1.00,0.00
2004-01-07 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.44,0.53,1.00,0.00
2004-01-07 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.88,0.78,1.00,0.00
2004-01-07 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.48,0.99,1.00,0.00
2004-01-08 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.91,0.59,1.00,0.00
2004-01-08 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.54,0.64,1.00,0.00
2004-01-08 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.20,0.65,1.00,0.00
2004-01-08 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70,0.64,1.00,0.00
2004-01-08 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.26,0.61,1.00,0.00
2004-01-08 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.90,0.54,1.00,0.00
2004-01-08 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.53,0.64,1.00,0.00
2004-01-08 07:00:00,67.10,24.64,40.91,1.55,149.36,106.60,42.76,544.50,15.89,0.16,0.00,0.00
2004-01-08 08:00:00,283.45,219.26,60.22,3.98,383.58,320.64,62.94,775.58,17.23,0.76,0.00,0.00
2004-01-08 09:00:00,518.57,440.32,71.87,6.37,614.38,539.26,75.12,879.44,18.29,1.50,0.00,0.00
2004-01-08 10:00:00,728.33,640.05,79.83,8.45,814.36,730.92,83.44,935.12,19.20,2.25,0.00,0.00
2004-01-08 11:00:00,888.77,793.66,85.10,10.02,965.42,876.48,88.94,966.23,19.90,2.97,0.00,0.00
2004-01-08 12:00:00,984.57,885.62,88.00,10.95,1055.10,963.12,91.98,981.68,20.90,2.76,0.00,0.00
2004-01-08 13:00:00,1034.46,515.02,508.14,11.30,1089.34,558.24,531.10,559.02,21.51,2.77,0.00,1.00
2004-01-08 14:00:00,590.66,217.41,366.81,6.44,620.84,237.46,383.38,247.76,21.81,2.69,0.00,1.00
2004-01-08 15:00:00,551.14,188.21,356.88,6.05,583.00,210.00,373.00,243.25,22.42,2.47,0.00,1.00
2004-01-08 16:00:00,270.51,44.78,222.77,2.96,285.06,52.22,232.84,72.57,21.85,2.18,0.00,1.00
2004-01-08 17:00:00,270.83,37.93,229.89,3.00,289.02,48.74,240.28,90.71,20.99,1.84,0.00,1.00
2004-01-08 18:00:00,136.25,1.73,133.05,1.47,142.04,2.98,139.06,9.07,20.91,1.90,0.00,1.00
2004-01-08 19:00:00,28.57,0.00,27.88,0.69,66.28,37.14,29.14,344.44,19.84,1.17,0.00,0.00
2004-01-08 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.83,0.57,1.00,0.00
2004-01-08 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.88,0.38,1.00,0.00
2004-01-08 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.05,0.63,1.00,0.00
2004-01-08 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.37,0.91,1.00,0.00
2004-01-09 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.55,0.27,1.00,0.00
2004-01-09 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.94,0.27,1.00,0.00
2004-01-09 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.36,0.32,1.00,0.00
2004-01-09 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.67,0.28,1.00,0.00
2004-01-09 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.04,0.29,1.00,0.00
2004-01-09 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.49,0.32,1.00,0.00
2004-01-09 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.85,0.55,1.00,0.00
2004-01-09 07:00:00,65.56,22.05,42.04,1.47,141.78,97.84,43.94,505.95,13.37,0.14,0.00,0.00
2004-01-09 08:00:00,167.83,6.92,159.07,1.83,176.38,10.12,166.26,24.60,14.87,0.83,0.00,1.00
2004-01-09 09:00:00,323.26,58.87,260.82,3.58,344.62,72.02,272.60,117.77,16.03,1.58,0.00,1.00
2004-01-09 10:00:00,420.88,110.61,305.65,4.62,445.64,126.18,319.46,161.70,17.05,2.31,0.00,1.00
2004-01-09 11:00:00,875.72,773.50,92.37,9.85,949.92,853.38,96.54,941.68,17.87,3.00,0.00,0.00
2004-01-09 12:00:00,873.27,391.51,472.22,9.53,918.90,425.34,493.56,433.72,18.36,2.78,0.00,1.00
2004-01-09 13:00:00,293.85,59.31,231.37,3.18,306.04,64.22,241.82,64.31,19.07,2.73,0.00,1.00
2004-01-09 14:00:00,634.35,238.28,389.16,6.92,666.68,259.94,406.74,271.10,19.49,2.59,0.00,1.00
2004-01-09 15:00:00,630.96,229.42,394.61,6.93,668.04,255.60,412.44,295.86,20.15,2.38,0.00,1.00
2004-01-09 16:00:00,342.62,71.96,266.90,3.76,362.72,83.76,278.96,116.26,19.94,2.10,0.00,1.00
2004-01-09 17:00:00,214.66,20.25,192.06,2.35,226.68,25.94,200.74,48.21,19.46,1.77,0.00,1.00
2004-01-09 18:00:00,93.06,0.00,92.06,1.00,96.22,0.00,96.22,0.00,19.61,1.66,0.00,1.00
2004-01-09 19:00:00,29.07,0.00,28.40,0.67,64.54,34.86,29.68,321.75,18.95,0.95,0.00,0.00
2004-01-09 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.33,0.34,1.00,0.00
2004-01-09 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.74,0.25,1.00,0.00
2004-01-09 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.27,0.49,1.00,0.00
2004-01-09 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.95,0.69,1.00,0.00
2004-01-10 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.08,0.49,1.00,0.00
2004-01-10 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.82,0.45,1.00,0.00
2004-01-10 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.60,0.37,1.00,0.00
2004-01-10 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.17,0.47,1.00,0.00
2004-01-10 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.81,0.54,1.00,0.00
2004-01-10 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.51,0.57,1.00,0.00
2004-01-10 06:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.90,0.71,1.00,0.00
2004-01-10 07:00:00,63.90,21.08,41.37,1.44,139.14,95.90,43.24,502.15,15.30,0.72,0.00,0.00
2004-01-10 08:00:00,140.70,3.12,136.05,1.52,146.76,4.56,142.20,11.14,16.70,1.30,0.00,1.00
2004-01-10 09:00:00,348.25,69.36,275.03,3.86,372.22,84.76,287.46,139.01,17.99,2.01,0.00,1.00
2004-01-10 10:00:00,715.27,623.54,83.45,8.28,797.76,710.54,87.22,912.11,19.14,2.74,0.00,0.00
2004-01-10 11:00:00,582.77,206.60,369.79,6.37,614.20,227.70,386.50,251.51,20.10,3.43,0.00,1.00
